textId,speaker,text,TOXICITY,AFFINITY_EXPERIMENTAL,COMPASSION_EXPERIMENTAL,CURIOSITY_EXPERIMENTAL,NUANCE_EXPERIMENTAL,PERSONAL_STORY_EXPERIMENTAL,REASONING_EXPERIMENTAL,RESPECT_EXPERIMENTAL
1,CLINTON,"Well, thank you. Are you a teacher? Yes, I think that that’s a very good question, because I’ve heard from lots of teachers and parents about some of their concerns about some of the things that are being said and done in this campaign. And I think it is very important for us to make clear to our children that our country really is great because we’re good. And we are going to respect one another, lift each other up. We are going to be looking for ways to celebrate our diversity, and we are going to try to reach out to every boy and girl, as well as every adult, to bring them in to working on behalf of our country. I have a very positive and optimistic view about what we can do together. That’s why the slogan of my campaign is “Stronger Together,” because I think if we work together, if we overcome the divisiveness that sometimes sets Americans against one another, and instead we make some big goals—and I’ve set forth some big goals, getting the economy to work for everyone, not just those at the top, making sure that we have the best education system from preschool through college and making it affordable, and so much else. If we set those goals and we go together to try to achieve them, there’s nothing in my opinion that America can’t do. So that’s why I hope that we will come together in this campaign. Obviously, I’m hoping to earn your vote, I’m hoping to be elected in November, and I can promise you, I will work with every American. I want to be the president for all Americans, regardless of your political beliefs, where you come from, what you look like, your religion. I want us to heal our country and bring it together because that’s, I think, the best way for us to get the future that our children and our grandchildren deserve.",0.03545588,0.977473,0.86398786,0.68646854,0.7686159,0.7684882,0.850532,0.9536778
2,TRUMP,"Well, I actually agree with that. I agree with everything she said. I began this campaign because I was so tired of seeing such foolish things happen to our country. This is a great country. This is a great land. I’ve gotten to know the people of the country over the last year-and-a-half that I’ve been doing this as a politician. I cannot believe I’m saying that about myself, but I guess I have been a politician. And my whole concept was to make America great again. When I watch the deals being made, when I watch what’s happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it’s a one-sided transaction where we’re giving back $150 billion to a terrorist state, really, the number one terror state, we’ve made them a strong country from really a very weak country just three years ago. When I look at all of the things that I see and all of the potential that our country has, we have such tremendous potential, whether it’s in business and trade, where we’re doing so badly. Last year, we had an almost $800 billion trade deficit. In other words, trading with other countries. We had an $800 billion deficit. It’s hard to believe. Inconceivable. You say who’s making these deals? We’re going to make great trade deals. We’re going to have a strong border. We’re going to bring back law and order. Just today, policemen was shot, two killed. And this is happening on a weekly basis. We have to bring back respect to law enforcement. At the same time, we have to take care of people on all sides. We need justice. But I want to do things that haven’t been done, including fixing and making our inner cities better for the African-American citizens that are so great, and for the Latinos, Hispanics, and I look forward to doing it. It’s called make America great again.",0.24763705,0.9096796,0.8899726,0.5473918,0.84776324,0.7971087,0.81939507,0.88489175
3,TRUMP,"No, I didn’t say that at all. I don’t think you understood what was—this was locker room talk. I’m not proud of it. I apologize to my family. I apologize to the American people. Certainly, I’m not proud of it. But this is locker room talk. You know, when we have a world where you have ISIS chopping off heads, where you have—and, frankly, drowning people in steel cages, where you have wars and horrible, horrible sights all over, where you have so many bad things happening, this is like medieval times. We haven’t seen anything like this, the carnage all over the world. And they look and they see. Can you imagine the people that are, frankly, doing so well against us with ISIS? And they look at our country and they see what’s going on. Yes, I’m very embarrassed by it. I hate it. But it’s locker room talk, and it’s one of those things. I will knock the hell out of ISIS. We’re going to defeat ISIS. ISIS happened a number of years ago in a vacuum that was left because of bad judgment. And I will tell you, I will take care of ISIS.",0.2922276,0.83441544,0.8770091,0.6217299,0.64670414,0.3689464,0.46156588,0.68948036
4,TRUMP,And we should get on to much more important things and much bigger things.,0.013634177,0.5268742,0.40077096,0.083772875,0.008017191,0.16817981,0.034252916,0.69266486
5,TRUMP,I have great respect for women. Nobody has more respect for women than I do.,0.05280026,0.8511212,0.7464891,0.0731627,0.08641282,0.68575925,0.09598828,0.85275966
6,TRUMP,"I’ve said things that, frankly, you hear these things I said. And I was embarrassed by it. But I have tremendous respect for women.",0.067380086,0.88476735,0.78542787,0.17310864,0.12764418,0.843757,0.20724988,0.8461823
7,TRUMP,"And women have respect for me. And I will tell you: No, I have not. And I will tell you that I’m going to make our country safe. We’re going to have borders in our country, which we don’t have now. People are pouring into our country, and they’re coming in from the Middle East and other places. We’re going to make America safe again. We’re going to make America great again, but we’re going to make America safe again. And we’re going to make America wealthy again, because if you don’t do that, it just—it sounds harsh to say, but we have to build up the wealth of our nation.",0.19029272,0.869314,0.84863025,0.51704997,0.46015236,0.6215046,0.40120798,0.796044
8,TRUMP,"Right now, other nations are taking our jobs and they’re taking our wealth.",0.040430736,0.49928698,0.423297,0.10072401,0.051476303,0.16480204,0.0814101,0.47185203
9,TRUMP,And that’s what I want to talk about.,0.018095128,0.6520952,0.34489664,0.5626723,0.062164437,0.44916433,0.013022356,0.7481594
10,CLINTON,"Well, like everyone else, I’ve spent a lot of time thinking over the last 48 hours about what we heard and saw. You know, with prior Republican nominees for president, I disagreed with them on politics, policies, principles, but I never questioned their fitness to serve. Donald Trump is different. I said starting back in June that he was not fit to be president and commander-in-chief. And many Republicans and independents have said the same thing. What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women. And he has said that the video doesn’t represent who he is. But I think it’s clear to anyone who heard it that it represents exactly who he is. Because we’ve seen this throughout the campaign. We have seen him insult women. We’ve seen him rate women on their appearance, ranking them from one to ten. We’ve seen him embarrass women on TV and on Twitter. We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms. So, yes, this is who Donald Trump is. But it’s not only women, and it’s not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African-Americans, Latinos, people with disabilities, POWs, Muslims, and so many others. So this is who Donald Trump is. And the question for us, the question our country must answer is that this is not who we are. That’s why—to go back to your question—I want to send a message—we all should—to every boy and girl and, indeed, to the entire world that America already is great, but we are great because we are good, and we will respect one another, and we will work with one another, and we will celebrate our diversity. These are very important values to me, because this is the America that I know and love. And I can pledge to you tonight that this is the America that I will serve if I’m so fortunate enough to become your president.",0.13041082,0.9564889,0.85504794,0.50412613,0.82864505,0.6685254,0.74310714,0.87519544
