textId,speaker,text,TOXICITY,AFFINITY_EXPERIMENTAL,COMPASSION_EXPERIMENTAL,CURIOSITY_EXPERIMENTAL,NUANCE_EXPERIMENTAL,PERSONAL_STORY_EXPERIMENTAL,REASONING_EXPERIMENTAL,RESPECT_EXPERIMENTAL
1,TRUMP,"So, as you know, 2.2 million people, modeled out, were expected to die. We closed up the greatest economy in the world in order to fight this horrible disease that came from China. It’s a worldwide pandemic. It’s all over the world. You see the spikes in Europe and many other places right now. If you notice, the mortality rate is down, 85%. The excess mortality rate is way down, and much lower than almost any other country. And we’re fighting it and we’re fighting it hard. There is a spike. There was a spike in Florida, and it’s now gone. There was a very big spike in Texas, it’s now gone. There was a very big spike in Arizona, it’s now gone. And there were some spikes and surges in other places. They will soon be gone. We have a vaccine that’s coming, it’s ready. It’s going to be announced within weeks, and it’s going to be delivered. We have Operation Warp Speed, which is the military, is going to distribute the vaccine. I can tell you from personal experience that I was in the hospital, I had it. And I got better and I will tell you that I had something that they gave me — a therapeutic, I guess they would call it. Some people could say it was a cure. But I was in for a short period of time and I got better very fast or I wouldn’t be here tonight. And now they say I’m immune. Whether it’s four months or a lifetime, nobody’s been able to say that, but I’m immune. More and more people are getting better. We have a problem that’s a worldwide problem. This is a worldwide problem, but I’ve been congratulated by the heads of many countries on what we’ve been able to do with the — if you take a look at what we’ve done in terms of goggles and masks and gowns and everything else, and in particular, ventilators. We’re now making ventilators. All over the world, thousands and thousands a month, distributing them all over the world, it will go away and as I say, we’re rounding the turn, we’re rounding the corner, it’s going away.",0.20009702,0.88254756,0.8493763,0.3602536,0.840434,0.4803331,0.8848906,0.8207809
2,BIDEN,"220,000 Americans dead. If you hear nothing else I say tonight, hear this. Anyone who’s responsible for not taking control — in fact, not saying, I take no responsibility, initially — anyone who is responsible for that many deaths should not remain as President of the United States of America. We’re in a situation where there are thousands of deaths a day, a thousand deaths a day. And there are over 70,000 new cases per day. Compared to what’s going on in Europe, as the New England Medical Journal said, they’re starting from a very low rate. We’re starting from a very high rate. The expectation is we’ll have another 200,000 Americans dead by the time, between now and the end of the year. If we just wore these masks — the President’s own advisors have told him — we could save 100,000 lives. And we’re in a circumstance where the President, thus far, still has no plan. No comprehensive plan. What I would do is make sure we have everyone encouraged to wear a mask, all the time. I would make sure we move in the direction of rapid testing, investing in rapid testing. I would make sure that we set up national standards as to how to open up schools and open up businesses so they can be safe, and give them the wherewithal and financial resources to be able to do that. We’re in a situation now where the New England Medical Journal — one of the serious, most serious journals in the whole world — said for the first time ever that this, the way this President has responded to this crisis has been absolutely tragic. And so folks, I will take care of this, I will end this, I will make sure we have a plan.",0.17371799,0.67304623,0.85551137,0.44521314,0.83276975,0.43171954,0.7845626,0.7356071
3,TRUMP,"No, it’s not a guarantee but it will be by the end of the year, but I think it has a good chance. There are two companies, I think, within a matter of weeks, and it will be distributed very quickly.",0.007790958,0.37760857,0.20909274,0.107718125,0.24461357,0.5116272,0.30102575,0.67208445000000006
4,TRUMP,"Johnson and Johnson is doing very well. Moderna is doing very well. Pfizer is doing very well, and we have numerous others. And then we also have others that we’re working on very closely with other countries, in particular Europe.",0.012503231,0.33482835,0.34489664,0.31089067,0.38002428,0.08326544,0.39946103,0.8637604
5,TRUMP,"No, I think my timeline is going to be more accurate. I don’t know that they’re counting on the military the way I do, but we have our generals lined up, one in particular, that’s the head of logistics. And this is a very easy distribution for him. He’s ready to go as soon as we have the vaccine, and we expect to have 100 million vials as soon as we have the vaccine, he’s ready to go.",0.03734144,0.5407564,0.5121217,0.50412613,0.57667965,0.3641711,0.524064,0.7590828
6,BIDEN,"Make sure it’s totally transparent. Have the scientific world see it, know it, look at it, go through all the processes. And by the way, this is the same fellow who told you this is going to end by Easter last time. This the same fellow who told you that, don’t worry, we’re going to end this by the summer. We’re about to go into a dark winter, a dark winter, and he has no clear plan and there’s no prospect that there’s going to be a vaccine available for the majority of the American people before the middle of next year.",0.075294,0.20325422,0.4654836,0.39910868,0.46405444,0.07814317,0.33122915000000003,0.3830288
7,TRUMP,"I don’t think we’re going to have a dark winter at all. We’re opening up our country. We’ve learned and studied and understand the disease, which we didn’t at the beginning. When I closed and banned China from coming in heavily infected, and then ultimately Europe, but China was in January — months later he was saying I was xenophobic, I did it too soon. Now he’s saying, ‘Oh, I should have, I should have, you know, moved quicker.’ But he didn’t move quicker; he was months behind me, many months behind me. And frankly, he ran the H1N1 swine flu, and it was a total disaster. Far less lethal. But it was a total disaster. Had that had this kind of numbers, 700,000 people would be dead right now, but it was a far less lethal disease. Look, his own person who ran that for him who, as you know was his chief of staff, said ‘It was catastrophic, it was horrible, we didn’t know what we were doing.’ Now he comes up and he tells us how to do this. Also everything that he said about the way — every single move that he said we should make — that’s what we’ve done, we’ve done all of it, but he was way behind us.",0.1991664,0.74714607,0.8210696,0.50412613,0.8193502,0.56837523,0.68880856,0.7596595
8,BIDEN,"My responses is, he is xenophobic but not because he shut down access from China. And he did it late, after 40 countries had already done that. In addition to that, what he did, he made sure that we had 44 people that were in there, in China, trying to get to Wuhan to determine what exactly the source was. What did the President say in January? He said no, he said, this is — he’s being transparent, the president of China is being transparent. We owe him a debt of gratitude. We have to thank him. And then what happened was, we started talking about using the Defense Act, to make sure we go out and get whatever is needed out there to protect people. And again, I go back to this, he had nothing. He did virtually nothing. And then he gets out of the hospital, and he talks about we’re, this is, ‘Oh, don’t worry. This is all going to be over soon.’ Come on, there’s not another serious scientist in the world who thinks it’s going to be over soon.",0.25462922,0.6835804,0.7337644,0.7056982,0.7459823,0.40183613,0.6412441,0.71261835
9,TRUMP,"I did not say over soon. I say we’re learning to live with it. We have no choice. We can’t lock ourselves up in a basement like Joe does. He has the ability to lock himself up. I don’t know, he’s obviously made a lot of money, someplace, but he has this thing about living in a basement. People can’t do that. By the way, I, as the president, couldn’t do that. I’d love to put myself in the basement or in a beautiful room in the White House and go away for a year and a half until it disappears. I can’t do that. And Kristen — every, every meeting I had — every meeting I had — and I’d meet a lot of families, including Gold Star families and military families, every meeting I had — and I had to meet them, I had to, it would be horrible to have canceled everything. I said, you know, this is dangerous. And you catch it. And you know, I caught it. I learned a lot. I learned a lot, great doctors, great hospitals. And now, I recovered. 99.9 of young people recover. 99% of people recover. We have to recover. We can’t close up our nation, we have to open our school, and we can’t close up our nation, or you’re not going to have a nation.",0.10870059,0.8661537,0.8709034,0.50928706,0.71150726,0.8118981,0.6546875,0.8499229
10,BIDEN,Can I respond to that?,0.015519086,0.44414997,0.15040267,0.9263721,0.091812566,0.35461566,0.02004027,0.59729445
11,BIDEN,"Number one. He says that we’re, you know, we’re learning to live with it. People are learning to die with it. You folks home will have an empty chair at the kitchen table this morning. That man or wife going to bed tonight and reaching over to try to touch their, out of habit, where their wife or husband was, is gone. Learning to live with it? Come on. We’re dying with it, because he’s never said — he said it’s dangerous. When’s the last time? Is it really dangerous, still? Are we dangerous? You tell the people it’s dangerous now? What should they do about the danger? And you say, I take no responsibility.",0.1798404,0.7189549,0.85782474,0.7400935,0.63272786,0.64410317,0.32164297,0.26727372
12,TRUMP,Excuse me.,0.01646154,0.6520952,0.39066955,0.68552077,0.12436983,0.53325564,0.061485674,0.72088635
13,TRUMP,"I take full responsibility. It’s not my fault that it came here. It’s China’s fault. And you know what, it’s not Joe’s fault that it came here either. It’s China’s fault. They kept it from going into the rest of China, for the most part, but they didn’t keep it from coming out to the world including Europe and ourselves.",0.119997114,0.7612986,0.7520501,0.5473918,0.4311807,0.506055,0.3820496,0.58961
14,BIDEN,"The fact is, that when we knew it was coming, when it hit — what happened? What did the President say? He said don’t worry, it’s going to go away, be gone by Easter. Don’t worry, the warm weather. Don’t worry, maybe inject bleach — he said he was kidding when he said that, but a lot of people thought it was serious. A whole range of things the President said. And even today, he thinks we are in control. We’re about to lose 200,000 more people.",0.07371122,0.26881334,0.5163421,0.6384722,0.62312025,0.17498808,0.5157575,0.36811587
15,TRUMP,"Look, perhaps just to finish this, I was kidding on that but just to finish this. When I closed, he said, I shouldn’t have closed. And that went on for months. What Nancy Pelosi said the same thing. She was dancing on the streets in Chinatown in San Francisco. But when I closed, he said, this is a terrible thing. You’re xenophobic. I think he called me racist, even, and because I was closing it to China. Now he says I should have closed it earlier. It just, Joe, it doesn’t work.",0.28425202,0.89472574,0.7244238,0.57419246,0.5798091,0.84174865,0.50886357,0.63182990000000006
16,BIDEN,I didn’t say either of those things.,0.013948329,0.3728518,0.22768863,0.51704997,0.10932987,0.38824895,0.037783217,0.4893925
17,TRUMP,You certainly did.,0.010681152,0.7976208,0.49044016,0.5015497,0.13093169,0.3498539,0.0624929,0.8380776
18,BIDEN,I talked about his xenophobia in a different context. It wasn’t about closing the border to Chinese coming to the United States.,0.19599396,0.513052,0.26587954,0.3602536,0.329503,0.6110362,0.24630983,0.5004572
19,TRUMP,He thought I shouldn’t have closed the border. That’s obvious.,0.022139108,0.61125344,0.38564745,0.3239431,0.10932987,0.48464248,0.064521715,0.5279652
20,BIDEN,No.,0.010869644,0.4809408,0.26103324,0.46364117,0.09593137,0.4274001,0.042296432,0.63030756
21,BIDEN,"What I would say is I’m going to shut down the virus, not the country. It’s his ineptitude that caused the country to have to shut down in large part — why businesses have gone under, why schools are closed, why so many people have lost their living and why they’re concerned. Those other concerns are real. That’s why he should have been — instead of in a sand trap at his golf course — he should have been negotiating with Nancy Pelosi and the rest of the Democrats and Republicans about what to do about the acts they were passing for billions of dollars to make sure people had the capacity.",0.32182294,0.8460993,0.8573627,0.66473025,0.66266197,0.48464248,0.6083496,0.64408094
22,BIDEN,"Oh no, I’m not shutting down the nation but there are, look, they need standards. The standard is, if you have a reproduction rate in a community that’s above a certain level, everybody says, slow up. More social distancing. Do not open bars and do not open gymnasiums. Do not open until you get this under control, under more control. But when you do open, give the people the capacity to be able to open and have the capacity to do it safely. For example schools — schools, they need a lot of money to open. They need to deal with ventilation systems, they need to deal with smaller classes, more teachers, more pods, and he’s refused to support that money, or at least up to now.",0.09915545,0.21934268,0.7542791,0.40220642,0.75458574,0.07482638,0.75089234,0.52614826
23,TRUMP,"Well, I think we have to respond, if I might.",0.014011159,0.5176529,0.26103324,0.723244,0.08775315,0.33100215,0.039574955,0.81222165
24,TRUMP,"Thank you, and I appreciate that. Look, all he does is talk about shutdowns but forget about him. His democrat governors — Cuomo in New York, you look at what’s going on in California, you look at Pennsylvania, North Carolina, Democrats, Democrats all — they are shut down so tight, and they’re dying. They’re dying. And he supports all these people. All he talks about is shutdowns. No, we’re not going to shut down, and we have to open our schools. And it’s like, as an example, I have a young son. He also tested positive. By the time I spoke to the doctor, the second time, he was fine, it just went away. Young people, I guess it’s their immune system.",0.2330714,0.89026636,0.85828644,0.45748383,0.54351854,0.79122216,0.61721325,0.74930567
