textId,speaker,text,TOXICITY,AFFINITY_EXPERIMENTAL,COMPASSION_EXPERIMENTAL,CURIOSITY_EXPERIMENTAL,NUANCE_EXPERIMENTAL,PERSONAL_STORY_EXPERIMENTAL,REASONING_EXPERIMENTAL,RESPECT_EXPERIMENTAL
1,OBAMA,"Well, Alan , thank you very much for the question. I want to first, obviously, thank Belmont University, Tom, thank you, and to all of you who are participating tonight and those of you who sent e-mail questions in. I think everybody knows now we are in the worst financial crisis since the Great Depression. And a lot of you I think are worried about your jobs, your pensions, your retirement accounts, your ability to send your child or your grandchild to college. And I believe this is a final verdict on the failed economic policies of the last eight years, strongly promoted by President Bush and supported by Senator McCain, that essentially said that we should strip away regulations, consumer protections, let the market run wild, and prosperity would rain down on all of us. It hasn’t worked out that way. And so now we’ve got to take some decisive action.",0.057005897,0.88878196,0.8459221,0.6198765,0.7430606,0.53690284,0.74310714,0.89420027
2,OBAMA,"Now, step one was a rescue package that was passed last week. We’ve got to make sure that works properly. And that means strong oversight, making sure that investors, taxpayers are getting their money back and treated as investors. It means that we are cracking down on CEOs and making sure that they’re not getting bonuses or golden parachutes as a consequence of this package. And, in fact, we just found out that AIG, a company that got a bailout, just a week after they got help went on a $400,000 junket. And I’ll tell you what, the Treasury should demand that money back and those executives should be fired. But that’s only step one. The middle-class need a rescue package. And that means tax cuts for the middle-class. It means help for homeowners so that they can stay in their homes. It means that we are helping state and local governments set up road projects and bridge projects that keep people in their jobs. And then long-term we’ve got to fix our health care system, we’ve got to fix our energy system that is putting such an enormous burden on families. You need somebody working for you and you’ve got to have somebody in Washington who is thinking about the middle class and not just those who can afford to hire lobbyists.",0.043646812,0.7762677,0.8424139,0.30763942,0.7501185,0.4447776,0.8075405,0.84665
3,MCCAIN,"Well, thank you, Tom. Thank you, Belmont University. And Senator Obama, it’s good to be with you at a town hall meeting. And, Alan , thank you for your question. You go to the heart of America’s worries tonight. Americans are angry, they’re upset, and they’re a little fearful. It’s our job to fix the problem. Now, I have a plan to fix this problem and it has got to do with energy independence. We’ve got to stop sending $700 billion a year to countries that don’t want us very — like us very much. We have to keep Americans’ taxes low. All Americans’ taxes low. Let’s not raise taxes on anybody today. We obviously have to stop this spending spree that’s going on in Washington. Do you know that we’ve laid a $10 trillion debt on these young Americans who are here with us tonight, $500 billion of it we owe to China? We’ve got to have a package of reforms and it has got to lead to reform prosperity and peace in the world. And I think that this problem has become so severe, as you know, that we’re going to have to do something about home values. You know that home values of retirees continues to decline and people are no longer able to afford their mortgage payments. As president of the United States, Alan, I would order the secretary of the treasury to immediately buy up the bad home loan mortgages in America and renegotiate at the new value of those homes — at the diminished value of those homes and let people be able to make those — be able to make those payments and stay in their homes. Is it expensive? Yes. But we all know, my friends, until we stabilize home values in America, we’re never going to start turning around and creating jobs and fixing our economy. And we’ve got to give some trust and confidence back to America. I know how the do that, my friends. And it’s my proposal, it’s not Senator Obama’s proposal, it’s not President Bush’s proposal. But I know how to get America working again, restore our economy and take care of working Americans. Thank you.",0.09741997,0.8979811,0.8621541,0.71951014,0.86798906,0.6698963,0.86587167,0.8784492
4,MCCAIN,"Not you, Tom.",0.01438814,0.40630993,0.29520884,0.2464868,0.09045299,0.34511116,0.036009192,0.6257517
5,MCCAIN,"You know, that’s a tough question and there’s a lot of qualified Americans. But I think the first criteria, Tom, would have to be somebody who immediately Americans identify with, immediately say, we can trust that individual. A supporter of Senator Obama’s is Warren Buffett. He has already weighed in and helped stabilize some of the difficulties in the markets and with companies and corporations, institutions today. I like Meg Whitman, she knows what it’s like to be out there in the marketplace. She knows how to create jobs. Meg Whitman was CEO of a company that started with 12 people and is now 1.3 million people in America make their living off eBay. Maybe somebody here has done a little business with them. But the point is it’s going to have to be somebody who inspires trust and confidence. Because the problem in America today to a large extent, Tom, is that we don’t have trust and confidence in our institutions because of the corruption on Wall Street and the greed and excess and the cronyism in Washington, D.C.",0.04315203,0.9002765,0.75651044,0.7952081,0.87732154,0.66033053,0.85804266,0.8902401
6,OBAMA,"Well, Warren would be a pretty good choice — Warren Buffett, and I’m pleased to have his support. But there are other folks out there. The key is making sure that the next treasury secretary understands that it’s not enough just to help those at the top. Prosperity is not just going to trickle down. We’ve got to help the middle class.",0.017718147,0.86131626,0.76629925,0.3602536,0.45043766,0.33100215,0.59664047,0.9110691
7,OBAMA,"And we’ve — you know, Senator McCain and I have some fundamental disagreements on the economy, starting with Senator McCain’s statement earlier that he thought the fundamentals of the economy were sound. Part of the problem here is that for many of you, wages and incomes have flat-lined. For many of you, it is getting harder and harder to save, harder and harder to retire. And that’s why, for example, on tax policy, what I want to do is provide a middle class tax cut to 95 percent of working Americans, those who are working two jobs, people who are not spending enough time with their kids, because they are struggling to make ends meet. Senator McCain is right that we’ve got to stabilize housing prices. But underlying that is loss of jobs and loss of income. That’s something that the next treasury secretary is going to have to work on.",0.05230548,0.89515966,0.88073564,0.6590835,0.84478533,0.5205869,0.84940207,0.893872
8,MCCAIN,"Well, thank you, Oliver, and that’s an excellent question, because as you just described it, bailout, when I believe that it’s rescue, because — because of the greed and excess in Washington and Wall Street, Main Street was paying a very heavy price, and we know that. I left my campaign and suspended it to go back to Washington to make sure that there were additional protections for the taxpayer in the form of good oversight, in the form of taxpayers being the first to be paid back when our economy recovers — and it will recover — and a number of other measures. But you know, one of the real catalysts, really the match that lit this fire was Fannie Mae and Freddie Mac. I’ll bet you, you may never even have heard of them before this crisis. But you know, they’re the ones that, with the encouragement of Senator Obama and his cronies and his friends in Washington, that went out and made all these risky loans, gave them to people that could never afford to pay back. And you know, there were some of us that stood up two years ago and said we’ve got to enact legislation to fix this. We’ve got to stop this greed and excess. Meanwhile, the Democrats in the Senate and some — and some members of Congress defended what Fannie and Freddie were doing. They resisted any change. Meanwhile, they were getting all kinds of money in campaign contributions. Senator Obama was the second highest recipient of Fannie Mae and Freddie Mac money in history — in history. So this rescue package means that we will stabilize markets, we will shore up these institutions. But it’s not enough. That’s why we’re going to have to go out into the housing market and we’re going to have to buy up these bad loans and we’re going to have to stabilize home values, and that way, Americans, like Alan, can realize the American dream and stay in their home. But Fannie and Freddie were the catalysts, the match that started this forest fire. There were some of us — there were some of us that stood up against it. There were others who took a hike.",0.09351514,0.882178,0.7481554,0.5448541,0.8442426,0.63474107,0.81585705,0.8600889
9,OBAMA,"Well, Oliver, first, let me tell you what’s in the rescue package for you. Right now, the credit markets are frozen up and what that means, as a practical matter, is that small businesses and some large businesses just can’t get loans. If they can’t get a loan, that means that they can’t make payroll. If they can’t make payroll, then they may end up having to shut their doors and lay people off. And if you imagine just one company trying to deal with that, now imagine a million companies all across the country. So it could end up having an adverse effect on everybody, and that’s why we had to take action. But we shouldn’t have been there in the first place. Now, I’ve got to correct a little bit of Senator McCain’s history, not surprisingly. Let’s, first of all, understand that the biggest problem in this whole process was the deregulation of the financial system. Senator McCain, as recently as March, bragged about the fact that he is a deregulator. On the other hand, two years ago, I said that we’ve got a sub-prime lending crisis that has to be dealt with. I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke, and told them this is something we have to deal with, and nobody did anything about it. A year ago, I went to Wall Street and said we’ve got to reregulate, and nothing happened.",0.057005897,0.88489074,0.82405406,0.67227507,0.8311206,0.66033053,0.74959785,0.84398204
10,OBAMA,"And Senator McCain during that period said that we should keep on deregulating because that’s how the free enterprise system works. Now, with respect to Fannie Mae, what Senator McCain didn’t mention is the fact that this bill that he talked about wasn’t his own bill. He jumped on it a year after it had been introduced and it never got passed. And I never promoted Fannie Mae. In fact, Senator McCain’s campaign chairman’s firm was a lobbyist on behalf of Fannie Mae, not me. So — but, look, you’re not interested in hearing politicians pointing fingers. What you’re interested in is trying to figure out, how is this going to impact you? This is not the end of the process; this is the beginning of the process. And that’s why it’s going to be so important for us to work with homeowners to make sure that they can stay in their homes. The secretary already has the power to do that in the rescue package, but it hasn’t been exercised yet. And the next president has to make sure that the next Treasury secretary is thinking about how to strengthen you as a home buyer, you as a homeowner, and not simply think about bailing out banks on Wall Street.",0.077668175,0.89584166,0.7862747,0.74211395,0.8311206,0.7148635,0.8333943,0.88857704
